buildingID;x;y;totalArea;floors
47051;2087201;121270;721;1
55246;294647;1155253;914;1
55247;257938;1189633;1324;1
55255;213008;1184259;198;1
55261;192368;1163770;976;1
55262;168340;1180261;213;1
38880;1834289;327344;463;1
55265;46212;1031164;455;1
55272;35357;1048287;388;1
55273;43354;1068114;333;1
47082;455180;1087968;788;1
55282;34865;1086555;39;1
55285;23132;1091705;77;1
55286;10778;1083561;170;1
55296;70321;1101090;138;1
55298;57989;1077304;274;1
55299;79152;1089992;45;1
55308;70723;1070144;242;1
55311;77189;1053043;328;1
55312;74899;1034028;269;1
55322;248690;1250658;127;1
55324;248038;1219752;508;2
55325;240046;1240261;221;1
30754;807975;464866;146;1
55336;221089;1221619;238;1
55337;232815;1217656;118;1
55339;315269;1244347;99;1
55340;323977;1258369;287;1
55346;282204;1246196;258;1
55347;277483;1260982;199;1
55353;322194;1227566;317;1
55354;327259;1240559;63;1
30779;1232297;549786;202;1
55356;317925;1334236;143;1
55357;305506;1329700;135;1
38978;1181073;1228577;1646;1
30804;703292;83414;469;1
39001;562323;1303262;417;1
39024;1284927;642907;636;1
39049;1084767;1343528;1152;1
30864;2049215;1508977;234;1
47261;847811;461124;1353;1
55457;589652;1306908;666;1
39076;1812536;360937;414;1
30900;691678;832965;1184;1
55490;499343;1262890;272;1
55492;505865;1240475;308;1
55493;504735;1251243;99;1
55495;479309;1238271;330;1
55498;471947;1263109;1806;3
30923;1883901;258414;242;1
55499;484613;1261983;126;1
55502;456535;1260372;159;1
55504;457493;1237638;510;2
55505;441607;1247250;513;1
55527;598666;1145330;291;1
55530;606091;1130427;378;2
55533;600501;1115114;296;1
55535;628325;1126589;184;1
39157;1253665;660760;528;1
55542;617876;1121187;96;1
47351;1698042;354521;1017;1
55543;613721;1130198;141;3
55545;608974;1092587;398;1
55546;597413;1083108;193;1
55548;569752;1134547;316;1
55549;581109;1141303;223;1
55559;573542;1115373;148;1
55562;556584;1114571;168;1
55564;579890;1083090;418;1
55565;571270;1100767;168;1
55571;557916;1079468;328;1
55572;561338;1098966;260;1
30999;1490755;1479051;720;1
55587;558253;1141638;137;1
55590;548758;1141667;100;1
55593;545503;1131750;110;1
55594;549198;1120498;43;1
55596;562181;1129660;57;1
55597;559945;1121436;45;1
31022;1625468;868851;733;1
55604;534147;1099838;182;1
55606;520343;1079458;1100;1
55607;499409;1097019;448;2
55617;534268;1128322;583;1
55619;499014;1114135;205;1
55620;508413;1133213;782;1
31045;1720662;656454;743;1
55630;744301;1151456;652;1
55632;696355;1117767;5241;1
55633;747921;1103885;1482;1
47456;404960;547008;231;1
31078;177559;828342;327;1
55659;839078;1140968;1092;1
55660;837205;1157442;415;1
55661;837312;1169500;422;1
47481;2005851;476827;2292;3
55674;865921;1175284;290;1
55678;807433;1170927;628;2
39297;579181;1485924;74;1
55685;799220;1118687;1624;1
55686;880299;1124662;1342;1
55687;853340;1099860;324;1
55688;829671;1097734;268;1
55702;880560;1179426;711;1
55705;867541;1215025;584;1
31130;974241;606515;479;1
55712;806257;1210213;367;1
55721;874785;1243923;491;1
55722;847938;1254848;1566;3
55724;788358;1196185;4788;3
55725;802319;1251894;763;1
55727;833495;1215817;1040;1
31153;1728616;340878;797;1
55740;915399;1127543;376;1
55743;932672;1137197;344;1
55744;939537;1122724;216;1
39366;199742;1515158;103;1
31184;690797;61205;273;1
55762;982947;1161166;705;1
39389;1585214;1511714;333;1
55784;1058010;1122912;264;1
55786;1033182;1120588;433;1
55787;1047846;1115420;158;1
55789;1008418;1163186;1455;3
55790;1030660;1171812;828;1
55796;1126381;1244994;553;1
55797;1156214;1264220;863;1
31225;1847663;519131;969;1
55803;1101214;1217118;558;1
55804;1124157;1209596;611;1
55805;956775;1159126;477;1
55811;1180329;1309665;530;1
55812;1189920;1293725;247;1
31252;1867508;198142;404;1
55835;1224492;1241861;475;1
55836;1222656;1261981;264;1
39461;1460997;420541;1449;1
55846;1203232;1251246;106;1
55847;1209522;1260789;129;1
55853;1229451;1213374;428;2
55854;1236229;1226520;157;1
47667;1722591;117639;342;1
55859;933183;1164218;794;1
55869;802800;995880;1443;3
55870;801585;1018687;670;1
39488;804047;483298;738;2
55873;838995;1020743;740;1
55875;798363;955256;714;1
55876;823682;977644;652;1
55886;810230;925739;596;1
55887;854826;940709;1999;1
47700;2090974;664704;1034;1
39511;1386401;19919;335;1
55897;872693;873484;595;1
55898;870463;894729;398;1
55904;905913;875915;806;2
55905;899334;895870;417;1
55917;906672;855028;344;1
55918;903422;836074;521;1
55930;890899;869947;202;1
55938;846717;875743;340;1
31363;2023565;907993;127;1
47749;302257;1249062;222;1
55954;855294;828119;143;1
55957;842151;845723;96;1
55959;828231;829346;619;1
55962;813358;858694;1364;2
55963;828582;890328;786;1
31389;2015010;638546;770;1
39585;591535;1477000;636;1
55991;973654;835579;1278;3
39608;2053017;603001;593;1
47802;652530;743776;586;1
55994;948689;833573;201;1
55997;945903;848509;238;1
56000;944480;865997;225;1
56002;955014;899638;912;1
56003;943382;880843;168;1
47825;874543;741573;797;1
31447;25791;1082262;277;1
47848;1848249;298091;313;1
31472;1892838;1037269;243;1
39668;217075;1500465;352;1
31503;1042078;1143587;667;1
47906;543298;1477371;743;1
39715;575853;1504913;752;1
56109;1385605;852919;144;1
23343;1765069;699618;532;1
56111;1340882;839209;286;1
56112;1355001;865312;672;1
47935;1950701;278727;440;1
56130;749663;849019;438;2
23366;1895617;620812;1937;1
56148;784582;777178;565;1
56149;769957;786448;462;2
39766;1051797;999050;4161;1
56157;757765;781033;301;1
56160;759990;754999;253;1
47970;726578;533029;1695;1
56162;752606;734721;837;3
56163;762541;723614;218;1
56166;786341;747016;351;1
23399;1629931;662727;1297;1
56169;787473;725849;338;1
56175;773631;722321;157;1
39801;522932;154699;929;1
47993;2099200;1452988;250;1
23424;1936095;333178;204;1
56196;770196;736748;88;1
56197;772290;750768;152;1
56200;751315;822320;325;1
56201;744185;836982;267;3
48016;1299112;619467;629;1
31635;870714;145128;1397;1
56211;744457;1013907;961;1
39830;646723;714360;457;1
56214;710334;992869;491;1
23447;2046263;61368;1109;1
56221;740202;992053;213;1
56223;746049;975429;713;1
56224;760779;993893;294;1
56227;700817;1013075;546;1
56229;675817;976349;601;1
56230;703972;972138;488;1
48039;644878;576797;484;1
56231;837457;998187;418;1
23470;899703;236163;521;1
56244;915828;1376963;420;1
56246;920157;1334336;927;1
56247;906005;1358095;286;1
56249;923877;1296437;578;1
56250;896806;1302672;557;1
56252;865356;1314118;417;1
56253;847710;1323825;241;1
56257;860333;1362731;196;1
56261;837354;1361342;104;1
56263;838432;1341083;157;1
31691;2066887;148525;875;1
56270;854578;1349768;267;1
56271;863395;1339133;136;1
56283;823343;1310686;87;1
56284;834985;1302979;134;1
31714;2118314;111372;832;1
56294;637378;1568362;917;1
56296;644195;1498314;1283;1
56297;633279;1534802;1122;1
56299;718801;1560472;357;1
56300;738475;1588028;972;1
56301;759769;1457500;693;1
56302;1037719;1580200;1521;1
56303;1212548;1496745;1851;1
56304;1532207;1435951;113;1
31739;577418;999168;654;1
56327;1555440;1432434;1898;1
56328;1590535;1422444;411;1
56329;1565854;1467477;483;1
31762;2112575;558375;741;1
56338;1593953;1483917;603;1
56341;1616103;1464925;987;1
56342;1622034;1438845;631;1
39964;1460733;511386;737;1
23590;1007025;1302827;857;1
31793;1491820;95421;6645;1
56380;1359703;1387094;628;1
56381;1372621;1421761;321;1
56387;364709;1554735;1233;3
56388;369285;1582138;579;1
56389;103972;718744;325;1
56395;623327;377900;718;1
56396;628406;357342;257;1
56398;611665;334941;358;1
56399;612139;316201;1047;3
48210;1696468;86891;3597;3
56405;670763;382117;606;1
56406;647842;378176;259;1
56410;684271;350438;521;1
56413;666733;349456;485;1
56414;649441;351608;322;1
40034;513133;850948;2354;1
56420;651605;331105;145;1
56421;669425;319207;630;1
56423;635066;317421;336;1
56424;640536;330500;118;1
48233;667950;1224082;423;1
56430;576427;315126;822;1
56431;577232;329318;233;1
56433;593020;243001;1302;3
56434;604076;218999;554;1
48256;537134;1301256;354;1
56448;1237597;197090;269;1
56450;1225013;180443;195;1
56451;1217873;201927;283;1
56459;1314057;225696;574;1
31884;1672900;610747;1145;1
48279;2060521;229556;709;1
56479;1300484;200039;2382;3
56485;1271881;182529;478;1
56486;1292747;168837;282;1
56492;1271090;213097;109;1
56493;1285570;229889;2322;3
56495;1323150;170214;308;1
48304;1534050;728475;824;1
56496;1315835;183609;337;1
56507;1351631;198573;1386;1
56508;1358039;234527;1620;1
56510;1370499;95037;207;1
56513;1386185;97922;269;1
40131;621259;575345;337;1
23749;701300;930488;2836;1
56520;1392624;77401;470;1
56521;1410738;56060;312;1
31946;1898495;139848;643;1
56532;1534260;293483;413;1
56535;1591041;249313;506;1
40154;1780660;173101;183;1
56541;1534561;225122;464;1
48350;1271221;671102;698;1
56542;1565088;233780;709;1
31969;872178;641720;771;1
56548;1553235;265340;979;1
56549;1555908;299133;444;1
56552;1634020;296147;649;1
56555;1829716;261824;582;1
48381;881742;44198;2355;3
56576;1842650;367837;301;1
23811;1344728;41942;343;1
56579;1852425;357686;66;1
56582;1852762;344090;330;1
56585;1863862;333980;144;2
56588;1863769;321139;248;1
56591;1873957;311781;95;1
56592;1874955;297005;278;1
48404;1841305;583793;650;1
23838;521072;1305044;392;1
40226;997520;903867;1076;1
48431;480431;859102;270;1
23867;825194;1285726;610;2
32062;1518878;806478;665;1
40258;1596537;701634;539;1
48470;538675;1410080;9463;1
32089;528420;137307;78;1
23899;1208635;1224787;448;1
32114;873514;1022711;2304;3
48502;1741010;150937;1385;1
23932;720428;464868;1352;1
32137;65404;1175239;63;1
23955;486321;266983;588;1
23976;1978475;1464628;133;1
40360;493441;1304473;332;1
48570;1850073;659716;1800;2
23997;2008382;1486027;165;1
40385;1043634;1321926;1989;1
40409;909672;1429068;329;1
24028;1536477;1404457;1346;1
32228;2118244;77759;819;1
40432;1564498;808944;508;1
32260;915524;201343;379;1
32291;1035701;186652;906;1
40488;2034490;486896;443;1
32316;1589203;916543;1106;1
40516;551989;548030;289;1
24141;1247974;702101;3882;3
40541;1959207;669708;488;1
32351;1188745;954488;224;1
32374;1671636;208489;1804;1
48761;1235597;1415473;741;1
40570;612610;714042;425;1
24211;1113705;209404;1499;1
40598;1042043;1409742;4308;3
56983;1794282;228319;81;1
56985;1780743;226629;208;1
56986;1782567;213485;93;1
56995;1905045;283887;588;1
56998;1907264;263894;244;1
56999;1926188;258616;552;1
57001;1973905;317658;609;1
57004;1955724;319727;165;1
40621;2121132;173219;655;1
57005;1941693;318048;219;1
57014;1925862;403164;285;1
24248;1594976;554127;495;1
32442;1674021;462869;969;1
57018;1936448;371036;189;1
48827;1209324;558353;792;1
57020;1943100;381900;302;1
57021;1964272;361494;400;1
40654;873962;841004;826;1
32465;584378;1256496;264;1
24285;478352;1085531;1226;1
57061;2021037;348183;1278;1
57062;2015649;308631;415;1
32488;1122445;987765;1715;1
57081;1923109;459258;143;1
57084;1956917;470219;1060;1
32511;890739;549062;1183;1
57087;1816750;400834;334;1
48896;2058821;1435774;592;1
57090;1844031;406370;522;1
57091;1902886;434671;1314;1
48939;1503351;877939;3615;1
32571;1802855;344629;123;1
40767;782729;537188;1737;1
32594;1580343;788262;289;1
48990;1538758;1488446;466;1
32617;1733326;361886;532;1
49015;993081;1360520;495;1
32642;2065043;33100;623;1
24452;1370644;1055129;1041;1
40847;2031568;690145;1181;1
49046;1276669;1360130;1903;1
24477;1004700;204154;1540;2
32688;592114;1333205;1094;1
49073;1113713;1058960;961;1
32711;2052287;511768;1145;1
49096;714224;1184483;717;1
57305;2027888;883003;473;1
57307;2021372;848580;444;1
57308;2012093;867847;253;1
24543;1995051;144801;2376;3
57318;2087057;866290;293;1
57325;2093916;899851;347;1
57331;2100794;847440;1896;3
57332;2082159;835101;232;1
57335;1980893;828872;551;1
24568;751268;878305;279;1
57336;2046517;811483;1303;1
32762;720781;650725;4590;1
